ADD_SEQ,ADDRESS,BLK_NO,BUILDING,LATITUDE,LONGITUDE,LONGTITUDE,POSTAL,ROAD_NAME,SEARCHVAL,X,Y,address
3,153 SERANGOON NORTH AVENUE 1 UOB Serangoon North Ave 1 SINGAPORE 550153,153,UOB Serangoon North Ave 1,1.369950992,103.8723123,103.8723123,550153,SERANGOON NORTH AVENUE 1,UOB Serangoon North Ave 1,32339.529,39107.77131,153 SERANGOON NTH AVE 1
4,153 SERANGOON NORTH AVENUE 1 DBS Serangoon North Avenue 1 SINGAPORE 550153,153,DBS Serangoon North Avenue 1,1.369950992,103.8723123,103.8723123,550153,SERANGOON NORTH AVENUE 1,DBS Serangoon North Avenue 1,32339.529,39107.77131,153 SERANGOON NTH AVE 1
0,145 POTONG PASIR AVENUE 2 HDB-POTONG PASIR SINGAPORE 350145,145,HDB-POTONG PASIR,1.332373178,103.8661652,103.8661652,350145,POTONG PASIR AVENUE 2,HDB-POTONG PASIR,31655.48274,34952.59751,145 POTONG PASIR AVE 2
0,118 SERANGOON NORTH AVENUE 1 HWI YOH VILLE SINGAPORE 550118,118,HWI YOH VILLE,1.367585811,103.8709097,103.8709097,550118,SERANGOON NORTH AVENUE 1,HWI YOH VILLE,32183.44025,38846.23904,118 SERANGOON NTH AVE 1
0,687A WOODLANDS DRIVE 75 HDB-WOODLANDS SINGAPORE 731687,687A,HDB-WOODLANDS,1.441004308,103.8072233,103.8072233,731687,WOODLANDS DRIVE 75,HDB-WOODLANDS,25096.00444,46964.46901,687A WOODLANDS DR 75
0,423 BEDOK NORTH AVENUE 1 GARDEN HILL SINGAPORE 460423,423,GARDEN HILL,1.327976141,103.9275651,103.9275651,460423,BEDOK NORTH AVENUE 1,GARDEN HILL,38488.68165,34466.57127,423 BEDOK NTH AVE 1
0,26 JALAN KLINIK HDB-BUKIT MERAH SINGAPORE 160026,26,HDB-BUKIT MERAH,1.288171345,103.828454,103.828454,160026,JALAN KLINIK,HDB-BUKIT MERAH,27458.61613,30064.96243,26 JLN KLINIK
0,191 BOON LAY DRIVE BOON LAY VISTA SINGAPORE 640191,191,BOON LAY VISTA,1.343765689,103.712164,103.712164,640191,BOON LAY DRIVE,BOON LAY VISTA,14516.81175,36212.63315,191 BOON LAY DR
0,804 TAMPINES AVENUE 4 TAMPINES POLYVIEW SINGAPORE 520804,804,TAMPINES POLYVIEW,1.34574957,103.9373716,103.9373716,520804,TAMPINES AVENUE 4,TAMPINES POLYVIEW,39579.95754,36431.91304,804 TAMPINES AVE 4
0,307 HOUGANG AVENUE 5 HDB-HOUGANG SINGAPORE 530307,307,HDB-HOUGANG,1.366653957,103.8950128,103.8950128,530307,HOUGANG AVENUE 5,HDB-HOUGANG,34865.83431,38743.25479,307 HOUGANG AVE 5
0,584 WOODLANDS DRIVE 16 HDB-WOODLANDS SINGAPORE 730584,584,HDB-WOODLANDS,1.429557314,103.7948078,103.7948078,730584,WOODLANDS DRIVE 16,HDB-WOODLANDS,23714.3242,45698.7373,584 WOODLANDS DR 16
0,211B COMPASSVALE LANE COMPASSVALE BEACON SINGAPORE 542211,211B,COMPASSVALE BEACON,1.385087191,103.898737,103.898737,542211,COMPASSVALE LANE,COMPASSVALE BEACON,35280.23869,40781.52037,211B COMPASSVALE LANE
0,333 SEMBAWANG CLOSE HDB-SEMBAWANG SINGAPORE 750333,333,HDB-SEMBAWANG,1.446990209,103.8164162,103.8164162,750333,SEMBAWANG CLOSE,HDB-SEMBAWANG,26119.02909,47626.3503,333 SEMBAWANG CL
0,531 HOUGANG AVENUE 6 HDB-HOUGANG SINGAPORE 530531,531,HDB-HOUGANG,1.37575573,103.8902879,103.8902879,530531,HOUGANG AVENUE 6,HDB-HOUGANG,34339.98163,39749.67007,531 HOUGANG AVE 6
0,350 WOODLANDS AVENUE 3 HDB-WOODLANDS SINGAPORE 730350,350,HDB-WOODLANDS,1.433842288,103.782295,103.782295,730350,WOODLANDS AVENUE 3,HDB-WOODLANDS,22321.84779,46172.57556,350 WOODLANDS AVE 3
0,424 ANG MO KIO AVENUE 3 CHONG BOON VIEW SINGAPORE 560424,424,CHONG BOON VIEW,1.368606603,103.8508088,103.8508088,560424,ANG MO KIO AVENUE 3,CHONG BOON VIEW,29946.45144,38959.08737,424 ANG MO KIO AVE 3
0,108 JALAN BUKIT MERAH HDB-BUKIT MERAH SINGAPORE 160108,108,HDB-BUKIT MERAH,1.279220088,103.8254414,103.8254414,160108,JALAN BUKIT MERAH,HDB-BUKIT MERAH,27123.3315,29075.1795,108 JLN BT MERAH
0,167C SIMEI LANE PARC LUMIERE SINGAPORE 523167,167C,PARC LUMIERE,1.343000399,103.9594134,103.9594134,523167,SIMEI LANE,PARC LUMIERE,42032.99344,36128.03877,167C SIMEI LANE
0,106 BEDOK NORTH AVENUE 4 PEARL GARDEN SINGAPORE 460106,106,PEARL GARDEN,1.33445895,103.9370871,103.9370871,460106,BEDOK NORTH AVENUE 4,PEARL GARDEN,39548.35731,35183.4507,106 BEDOK NTH AVE 4
0,33 JALAN BAHAGIA WHAMPOA GARDENS SINGAPORE 320033,33,WHAMPOA GARDENS,1.326612098,103.8584362,103.8584362,320033,JALAN BAHAGIA,WHAMPOA GARDENS,30795.34107,34315.55664,33 JLN BAHAGIA
0,42 HOLLAND DRIVE HDB-QUEENSTOWN SINGAPORE 270042,42,HDB-QUEENSTOWN,1.307903833,103.7929614,103.7929614,270042,HOLLAND DRIVE,HDB-QUEENSTOWN,23508.62616,32246.91481,42 HOLLAND DR
0,386 YISHUN RING ROAD HDB-YISHUN SINGAPORE 760386,386,HDB-YISHUN,1.428980649,103.8464735,103.8464735,760386,YISHUN RING ROAD,HDB-YISHUN,29463.94566,45634.94086,386 YISHUN RING RD
0,689A WOODLANDS DRIVE 75 HDB-WOODLANDS SINGAPORE 731689,689A,HDB-WOODLANDS,1.444386293,103.8079254,103.8079254,731689,WOODLANDS DRIVE 75,HDB-WOODLANDS,25174.13746,47338.43113,689A WOODLANDS DR 75
0,459A CLEMENTI AVENUE 3 HDB-CLEMENTI HEIGHTS SINGAPORE 121459,459A,HDB-CLEMENTI HEIGHTS,1.311592684,103.7672321,103.7672321,121459,CLEMENTI AVENUE 3,HDB-CLEMENTI HEIGHTS,20645.2035,32654.86994,459 CLEMENTI AVE 3
1,459 CLEMENTI AVENUE 3 HDB-CLEMENTI HEIGHTS SINGAPORE 120459,459,HDB-CLEMENTI HEIGHTS,1.311389416,103.7670932,103.7670932,120459,CLEMENTI AVENUE 3,HDB-CLEMENTI HEIGHTS,20629.73819,32632.39408,459 CLEMENTI AVE 3
0,237 BUKIT PANJANG RING ROAD HDB-BUKIT PANJANG SINGAPORE 670237,237,HDB-BUKIT PANJANG,1.378567561,103.7706474,103.7706474,670237,BUKIT PANJANG RING ROAD,HDB-BUKIT PANJANG,21025.47643,40060.60416,237 BT PANJANG RING RD
0,49 TEBAN GARDENS ROAD HDB-JURONG EAST SINGAPORE 600049,49,HDB-JURONG EAST,1.320999012,103.7381803,103.7381803,600049,TEBAN GARDENS ROAD,HDB-JURONG EAST,17412.0434,33695.07896,49 TEBAN GDNS RD
1,492 TEBAN GARDENS ROAD MASJID HASANAH SINGAPORE 608878,492,MASJID HASANAH,1.321695376,103.7382213,103.7382213,608878,TEBAN GARDENS ROAD,MASJID HASANAH,17416.61489,33772.07923,49 TEBAN GDNS RD
2,492 TEBAN GARDENS ROAD Hasanah Mosque Kindergarten SINGAPORE 608878,492,Hasanah Mosque Kindergarten,1.321663686,103.7381708,103.7381708,608878,TEBAN GARDENS ROAD,Hasanah Mosque Kindergarten,17410.99461,33768.5754,49 TEBAN GDNS RD
0,206 CLEMENTI AVENUE 6 HDB-CLEMENTI SINGAPORE 120206,206,HDB-CLEMENTI,1.321501158,103.7622287,103.7622287,120206,CLEMENTI AVENUE 6,HDB-CLEMENTI,20088.39485,33750.51429,206 CLEMENTI AVE 6
0,107 SERANGOON NORTH AVENUE 1 HWI YOH COURT SINGAPORE 550107,107,HWI YOH COURT,1.369900404,103.8702249,103.8702249,550107,SERANGOON NORTH AVENUE 1,HWI YOH COURT,32107.22507,39102.17379,107 SERANGOON NTH AVE 1
1,107 SERANGOON NORTH AVENUE 1 Distinct Student Care And Enrichment Centre SINGAPORE 550107,107,Distinct Student Care And Enrichment Centre,1.369900397,103.8702249,103.8702249,550107,SERANGOON NORTH AVENUE 1,Distinct Student Care And Enrichment Centre,32107.22519,39102.17309,107 SERANGOON NTH AVE 1
0,230 BUKIT BATOK EAST AVENUE 3 HDB-BUKIT BATOK SINGAPORE 650230,230,HDB-BUKIT BATOK,1.347715409,103.7549948,103.7549948,650230,BUKIT BATOK EAST AVENUE 3,HDB-BUKIT BATOK,19283.4302,36649.17881,230 BT BATOK EAST AVE 3
0,199A PUNGGOL FIELD HDB-PUNGGOL SINGAPORE 821199,199A,HDB-PUNGGOL,1.399772996,103.9060012,103.9060012,821199,PUNGGOL FIELD,HDB-PUNGGOL,36088.59096,42405.42709,199A PUNGGOL FIELD
0,450 HOUGANG AVENUE 10 HDB-HOUGANG SINGAPORE 530450,450,HDB-HOUGANG,1.379102594,103.8956684,103.8956684,530450,HOUGANG AVENUE 10,HDB-HOUGANG,34938.7523,40119.76445,450 HOUGANG AVE 10
1,450 HOUGANG AVENUE 10 HDB PUBLIC SHELTERS SINGAPORE 530450,450,HDB PUBLIC SHELTERS,1.379288741,103.8955464,103.8955464,530450,HOUGANG AVENUE 10,HDB PUBLIC SHELTERS,34925.1739,40140.34729,450 HOUGANG AVE 10
0,615A BUKIT PANJANG RING ROAD MULTI STOREY CAR PARK SINGAPORE 671615,615A,MULTI STOREY CAR PARK,1.384989388,103.7620456,103.7620456,671615,BUKIT PANJANG RING ROAD,MULTI STOREY CAR PARK,20068.22911,40770.72463,615 BT PANJANG RING RD
1,615 BUKIT PANJANG RING ROAD HDB-BUKIT PANJANG SINGAPORE 670615,615,HDB-BUKIT PANJANG,1.385147268,103.7624383,103.7624383,670615,BUKIT PANJANG RING ROAD,HDB-BUKIT PANJANG,20111.93341,40788.18093,615 BT PANJANG RING RD
0,255 BANGKIT ROAD HDB-BUKIT PANJANG SINGAPORE 670255,255,HDB-BUKIT PANJANG,1.379586635,103.7730532,103.7730532,670255,BANGKIT ROAD,HDB-BUKIT PANJANG,21293.21693,40173.28136,255 BANGKIT RD
0,579 HOUGANG AVENUE 4 HDB-HOUGANG SINGAPORE 530579,579,HDB-HOUGANG,1.379039028,103.8860621,103.8860621,530579,HOUGANG AVENUE 4,HDB-HOUGANG,33869.69329,40112.70971,579 HOUGANG AVE 4
0,787E WOODLANDS CRESCENT HDB-WOODLANDS SINGAPORE 735787,787E,HDB-WOODLANDS,1.44492134,103.8022971,103.8022971,735787,WOODLANDS CRESCENT,HDB-WOODLANDS,24547.79163,47397.60177,787E WOODLANDS CRES
0,207A PUNGGOL PLACE PUNGGOL SAILS SINGAPORE 821207,207A,PUNGGOL SAILS,1.400286679,103.9010124,103.9010124,821207,PUNGGOL PLACE,PUNGGOL SAILS,35533.40489,42462.21098,207A PUNGGOL PL
0,213 SERANGOON AVENUE 4 HDB-SERANGOON ESTATE SINGAPORE 550213,213,HDB-SERANGOON ESTATE,1.357172691,103.8730933,103.8730933,550213,SERANGOON AVENUE 4,HDB-SERANGOON ESTATE,32426.46755,37694.81294,213 SERANGOON AVE 4
0,204C COMPASSVALE DRIVE HDB-SENGKANG SINGAPORE 543204,204C,HDB-SENGKANG,1.387566196,103.8948211,103.8948211,543204,COMPASSVALE DRIVE,HDB-SENGKANG,34844.43394,41055.62466,204C COMPASSVALE DR
0,460A ANG MO KIO AVENUE 10 TECK GHEE GRANDEUR SINGAPORE 561460,460A,TECK GHEE GRANDEUR,1.366606611,103.8589726,103.8589726,561460,ANG MO KIO AVENUE 10,TECK GHEE GRANDEUR,30854.98628,38737.94658,460 ANG MO KIO AVE 10
1,460 ANG MO KIO AVENUE 10 TECK GHEE GRANDEUR SINGAPORE 560460,460,TECK GHEE GRANDEUR,1.366339477,103.8591223,103.8591223,560460,ANG MO KIO AVENUE 10,TECK GHEE GRANDEUR,30871.64811,38708.40845,460 ANG MO KIO AVE 10
0,120 GEYLANG EAST CENTRAL HDB-GEYLANG EAST SINGAPORE 380120,120,HDB-GEYLANG EAST,1.318211531,103.8847523,103.8847523,380120,GEYLANG EAST CENTRAL,HDB-GEYLANG EAST,33724.07496,33386.70995,120 GEYLANG EAST CTRL
0,609 WOODLANDS RING ROAD HDB-WOODLANDS SINGAPORE 730609,609,HDB-WOODLANDS,1.435976249,103.7962136,103.7962136,730609,WOODLANDS RING ROAD,HDB-WOODLANDS,23870.77662,46408.50841,609 WOODLANDS RING RD
0,352 KANG CHING ROAD HDB-TAMAN JURONG SINGAPORE 610352,352,HDB-TAMAN JURONG,1.339365794,103.7201844,103.7201844,610352,KANG CHING ROAD,HDB-TAMAN JURONG,15409.36825,35726.0715,352 KANG CHING RD
1,352 KANG CHING ROAD PCF SPARKLETOTS PRESCHOOL @ TAMAN JURONG Blk 352 (KN) SINGAPORE 610352,352,PCF SPARKLETOTS PRESCHOOL @ TAMAN JURONG Blk 352 (KN),1.339365789,103.7201844,103.7201844,610352,KANG CHING ROAD,PCF SPARKLETOTS PRESCHOOL @ TAMAN JURONG Blk 352 (KN),15409.36849,35726.0709,352 KANG CHING RD
0,439 HOUGANG AVENUE 8 HDB-HOUGANG SINGAPORE 530439,439,HDB-HOUGANG,1.378597992,103.8934273,103.8934273,530439,HOUGANG AVENUE 8,HDB-HOUGANG,34689.35014,40063.96161,439 HOUGANG AVE 8
1,439 HOUGANG AVENUE 8 HDB PUBLIC SHELTERS SINGAPORE 530439,439,HDB PUBLIC SHELTERS,1.37859555,103.8934251,103.8934251,530439,HOUGANG AVENUE 8,HDB PUBLIC SHELTERS,34689.10706,40063.69165,439 HOUGANG AVE 8
0,178 YUNG SHENG ROAD CORPORATION SPRING SINGAPORE 610178,178,CORPORATION SPRING,1.333236534,103.7208424,103.7208424,610178,YUNG SHENG ROAD,CORPORATION SPRING,15482.56298,35048.32464,178 YUNG SHENG RD
0,155A YUNG LOH ROAD MULTI STOREY CAR PARK SINGAPORE 611155,155A,MULTI STOREY CAR PARK,1.328150374,103.7223048,103.7223048,611155,YUNG LOH ROAD,MULTI STOREY CAR PARK,15645.29241,34485.91472,155 YUNG LOH RD
1,155 YUNG LOH ROAD HDB-TAMAN JURONG SINGAPORE 610155,155,HDB-TAMAN JURONG,1.327671738,103.7224075,103.7224075,610155,YUNG LOH ROAD,HDB-TAMAN JURONG,15656.72508,34432.989,155 YUNG LOH RD
0,8 BEDOK SOUTH AVENUE 2 HDB-BEDOK SINGAPORE 460008,8,HDB-BEDOK,1.32284177,103.9360468,103.9360468,460008,BEDOK SOUTH AVENUE 2,HDB-BEDOK,39432.6337,33898.8755,8 BEDOK STH AVE 2
0,29A CHAI CHEE AVENUE ANSAR GARDEN SINGAPORE 461029,29A,ANSAR GARDEN,1.324886322,103.9241321,103.9241321,461029,CHAI CHEE AVENUE,ANSAR GARDEN,38106.63117,34124.90016,29A CHAI CHEE AVE
1,29A CHAI CHEE AVENUE Starland Kindergarten SINGAPORE 461029,29A,Starland Kindergarten,1.324701114,103.923852,103.923852,461029,CHAI CHEE AVENUE,Starland Kindergarten,38075.4595,34104.41969,29A CHAI CHEE AVE
2,29A CHAI CHEE AVENUE HDB PUBLIC SHELTERS SINGAPORE 461029,29A,HDB PUBLIC SHELTERS,1.324701114,103.923852,103.923852,461029,CHAI CHEE AVENUE,HDB PUBLIC SHELTERS,38075.45857,34104.41966,29A CHAI CHEE AVE
3,29A CHAI CHEE AVENUE Starland Learning House SINGAPORE 461029,29A,Starland Learning House,1.324701114,103.923852,103.923852,461029,CHAI CHEE AVENUE,Starland Learning House,38075.4595,34104.41969,29A CHAI CHEE AVE
0,301 SHUNFU ROAD SHUNFU GARDENS SINGAPORE 570301,301,SHUNFU GARDENS,1.349357372,103.8383273,103.8383273,570301,SHUNFU ROAD,SHUNFU GARDENS,28557.4184,36830.59905,301 SHUNFU RD
0,121 LORONG 2 TOA PAYOH TOA PAYOH VIEW SINGAPORE 310121,121,TOA PAYOH VIEW,1.339162623,103.8462435,103.8462435,310121,LORONG 2 TOA PAYOH,TOA PAYOH VIEW,29438.40978,35703.31909,121 LOR 2 TOA PAYOH
0,685A CHOA CHU KANG CRESCENT HDB-CHOA CHU KANG SINGAPORE 681685,685A,HDB-CHOA CHU KANG,1.403781024,103.7476626,103.7476626,681685,CHOA CHU KANG CRESCENT,HDB-CHOA CHU KANG,18467.66152,42848.66387,685A CHOA CHU KANG CRES
0,104 BEDOK RESERVOIR ROAD EUNOS VISTA SINGAPORE 470104,104,EUNOS VISTA,1.329245367,103.9099237,103.9099237,470104,BEDOK RESERVOIR ROAD,EUNOS VISTA,36525.36856,34606.848,104 BEDOK RESERVOIR RD
0,211D COMPASSVALE LANE COMPASSVALE BEACON SINGAPORE 544211,211D,COMPASSVALE BEACON,1.385521721,103.8998663,103.8998663,544211,COMPASSVALE LANE,COMPASSVALE BEACON,35405.90939,40829.57195,211D COMPASSVALE LANE
0,507 WOODLANDS DRIVE 14 HDB-WOODLANDS SINGAPORE 730507,507,HDB-WOODLANDS,1.431769244,103.7909352,103.7909352,730507,WOODLANDS DRIVE 14,HDB-WOODLANDS,23283.36955,45943.32912,507 WOODLANDS DR 14
0,536A ANG MO KIO AVENUE 10 SINGAPORE 561536,536A,NIL,1.374827955,103.853721,103.853721,561536,ANG MO KIO AVENUE 10,536A ANG MO KIO AVENUE 10 SINGAPORE 561536,30270.53458,39647.01541,536 ANG MO KIO AVE 10
1,536 ANG MO KIO AVENUE 10 CHENG SAN VIEW SINGAPORE 560536,536,CHENG SAN VIEW,1.374473785,103.8541005,103.8541005,560536,ANG MO KIO AVENUE 10,CHENG SAN VIEW,30312.77352,39607.85348,536 ANG MO KIO AVE 10
0,73 TELOK BLANGAH HEIGHTS HDB-BUKIT MERAH SINGAPORE 100073,73,HDB-BUKIT MERAH,1.27573844,103.8091894,103.8091894,100073,TELOK BLANGAH HEIGHTS,HDB-BUKIT MERAH,25314.6116,28690.20807,73 TELOK BLANGAH HTS
0,641 ROWELL ROAD HDB-ROWELL COURT SINGAPORE 200641,641,HDB-ROWELL COURT,1.308159167,103.8551478,103.8551478,200641,ROWELL ROAD,HDB-ROWELL COURT,30429.38901,32275.12273,641 ROWELL RD
0,898A WOODLANDS DRIVE 50 HDB-WOODLANDS SINGAPORE 730898,898A,HDB-WOODLANDS,1.435372245,103.7946751,103.7946751,730898,WOODLANDS DRIVE 50,HDB-WOODLANDS,23699.57173,46341.72349,898A WOODLANDS DR 50
0,300 CANBERRA ROAD HDB-SEMBAWANG SINGAPORE 750300,300,HDB-SEMBAWANG,1.44585217,103.8228962,103.8228962,750300,CANBERRA ROAD,HDB-SEMBAWANG,26840.15744,47500.50728,300 CANBERRA RD
0,61A STRATHMORE AVENUE STRATHMORE GREEN SINGAPORE 142061,61A,STRATHMORE GREEN,1.293860989,103.8115839,103.8115839,142061,STRATHMORE AVENUE,STRATHMORE GREEN,25581.11786,30694.10369,61A STRATHMORE AVE
0,451 ANG MO KIO AVENUE 10 CHONG BOON CENTRE SINGAPORE 560451,451,CHONG BOON CENTRE,1.368793142,103.8555278,103.8555278,560451,ANG MO KIO AVENUE 10,CHONG BOON CENTRE,30471.6222,38979.71821,451 ANG MO KIO AVE 10
0,12C MARSILING LANE STRAITS VISTA @ MARSILING SINGAPORE 733012,12C,STRAITS VISTA @ MARSILING,1.441085877,103.7777812,103.7777812,733012,MARSILING LANE,STRAITS VISTA @ MARSILING,21819.5525,46973.54728,12C MARSILING LANE
0,122 MARSILING RISE HDB-WOODLANDS SINGAPORE 730122,122,HDB-WOODLANDS,1.439166197,103.7796586,103.7796586,730122,MARSILING RISE,HDB-WOODLANDS,22028.46966,46761.27362,122 MARSILING RISE
0,335 KANG CHING ROAD HDB-TAMAN JURONG SINGAPORE 610335,335,HDB-TAMAN JURONG,1.339042682,103.7231462,103.7231462,610335,KANG CHING ROAD,HDB-TAMAN JURONG,15738.9908,35690.32837,335 KANG CHING RD
0,923 HOUGANG AVENUE 9 HDB-HOUGANG SINGAPORE 530923,923,HDB-HOUGANG,1.376128884,103.8828949,103.8828949,530923,HOUGANG AVENUE 9,HDB-HOUGANG,33517.2261,39790.91313,923 HOUGANG AVE 9
0,36 CASSIA CRESCENT HDB-GUILLEMARD SINGAPORE 390036,36,HDB-GUILLEMARD,1.309820509,103.8850722,103.8850722,390036,CASSIA CRESCENT,HDB-GUILLEMARD,33759.69696,32458.87424,36 CASSIA CRES
0,12 MARSILING LANE MARSILING GARDENS SINGAPORE 730012,12,MARSILING GARDENS,1.440514129,103.7786216,103.7786216,730012,MARSILING LANE,MARSILING GARDENS,21913.07204,46910.32391,12 MARSILING LANE
1,12D MARSILING LANE STRAITS VISTA @ MARSILING SINGAPORE 734012,12D,STRAITS VISTA @ MARSILING,1.441123529,103.7783762,103.7783762,734012,MARSILING LANE,STRAITS VISTA @ MARSILING,21885.76538,46977.70901,12 MARSILING LANE
2,12A MARSILING LANE STRAITS VISTA @ MARSILING SINGAPORE 731012,12A,STRAITS VISTA @ MARSILING,1.441317269,103.7784051,103.7784051,731012,MARSILING LANE,STRAITS VISTA @ MARSILING,21888.98305,46999.13178,12 MARSILING LANE
3,12B MARSILING LANE STRAITS VISTA @ MARSILING SINGAPORE 732012,12B,STRAITS VISTA @ MARSILING,1.441085967,103.7781202,103.7781202,732012,MARSILING LANE,STRAITS VISTA @ MARSILING,21857.278,46973.55633,12 MARSILING LANE
4,12C MARSILING LANE STRAITS VISTA @ MARSILING SINGAPORE 733012,12C,STRAITS VISTA @ MARSILING,1.441085877,103.7777812,103.7777812,733012,MARSILING LANE,STRAITS VISTA @ MARSILING,21819.5525,46973.54728,12 MARSILING LANE
5,12 MARSILING LANE PCF SPARKLETOTS PRESCHOOL @ MARSILING 12 (CC) SINGAPORE 730012,12,PCF SPARKLETOTS PRESCHOOL @ MARSILING 12 (CC),1.440514123,103.7786216,103.7786216,730012,MARSILING LANE,PCF SPARKLETOTS PRESCHOOL @ MARSILING 12 (CC),21913.0724,46910.32331,12 MARSILING LANE
0,416 BEDOK NORTH AVENUE 2 GARDEN HILL SINGAPORE 460416,416,GARDEN HILL,1.328403828,103.9306849,103.9306849,460416,BEDOK NORTH AVENUE 2,GARDEN HILL,38835.87767,34513.87623,416 BEDOK NTH AVE 2
1,416 BEDOK NORTH AVENUE 2 UOB Bedok SINGAPORE 460416,416,UOB Bedok,1.328399845,103.9306825,103.9306825,460416,BEDOK NORTH AVENUE 2,UOB Bedok,38835.60959,34513.4358,416 BEDOK NTH AVE 2
0,138A YISHUN RING ROAD SINGAPORE 761138,138A,NIL,1.431580213,103.8301736,103.8301736,761138,YISHUN RING ROAD,138A YISHUN RING ROAD SINGAPORE 761138,27650.01246,45922.38358,138 YISHUN RING RD
1,138 YISHUN RING ROAD HDB-YISHUN SINGAPORE 760138,138,HDB-YISHUN,1.431609912,103.8306141,103.8306141,760138,YISHUN RING ROAD,HDB-YISHUN,27699.0287,45925.66751,138 YISHUN RING RD
0,123C RIVERVALE DRIVE RIVERVALE GROVE SINGAPORE 543123,123C,RIVERVALE GROVE,1.386408522,103.9022221,103.9022221,543123,RIVERVALE DRIVE,RIVERVALE GROVE,35668.07774,40927.63752,123C RIVERVALE DR
0,318B ANCHORVALE LINK HDB-SENGKANG SINGAPORE 542318,318B,HDB-SENGKANG,1.393828522,103.8889159,103.8889159,542318,ANCHORVALE LINK,HDB-SENGKANG,34187.24324,41748.06496,318B ANCHORVALE LINK
0,123 KIM TIAN ROAD HDB-BUKIT MERAH SINGAPORE 160123,123,HDB-BUKIT MERAH,1.283851579,103.8289647,103.8289647,160123,KIM TIAN ROAD,HDB-BUKIT MERAH,27515.44951,29587.30492,123 KIM TIAN RD
1,123 KIM TIAN ROAD HDB PUBLIC SHELTERS SINGAPORE 160123,123,HDB PUBLIC SHELTERS,1.283851522,103.828963,103.828963,160123,KIM TIAN ROAD,HDB PUBLIC SHELTERS,27515.25691,29587.29856,123 KIM TIAN RD
0,509 SERANGOON NORTH AVENUE 4 HDB-SERANGOON NORTH ESTATE SINGAPORE 550509,509,HDB-SERANGOON NORTH ESTATE,1.371895191,103.8762521,103.8762521,550509,SERANGOON NORTH AVENUE 4,HDB-SERANGOON NORTH ESTATE,32777.97552,39322.75844,509 SERANGOON NTH AVE 4
1,509 SERANGOON NORTH AVENUE 4 HDB PUBLIC SHELTERS SINGAPORE 550509,509,HDB PUBLIC SHELTERS,1.371409979,103.876149,103.876149,550509,SERANGOON NORTH AVENUE 4,HDB PUBLIC SHELTERS,32766.49929,39269.10598,509 SERANGOON NTH AVE 4
0,667A WOODLANDS RING ROAD MULTI STOREY CAR PARK SINGAPORE 731667,667A,MULTI STOREY CAR PARK,1.438938722,103.7979078,103.7979078,731667,WOODLANDS RING ROAD,MULTI STOREY CAR PARK,24059.32276,46736.08088,667 WOODLANDS RING RD
1,667 WOODLANDS RING ROAD HDB-WOODLANDS SINGAPORE 730667,667,HDB-WOODLANDS,1.438645519,103.7979184,103.7979184,730667,WOODLANDS RING ROAD,HDB-WOODLANDS,24060.508,46703.6599,667 WOODLANDS RING RD
0,170 ANG MO KIO AVENUE 4 KEBUN BARU LINK 1 SINGAPORE 560170,170,KEBUN BARU LINK 1,1.374000718,103.8364315,103.8364315,560170,ANG MO KIO AVENUE 4,KEBUN BARU LINK 1,28346.43333,39555.53428,170 ANG MO KIO AVE 4
0,13 FARRER PARK ROAD FARRER PARK VIEW SINGAPORE 210013,13,FARRER PARK VIEW,1.311600762,103.8514001,103.8514001,210013,FARRER PARK ROAD,FARRER PARK VIEW,30012.29959,32655.67334,13 FARRER PK RD
0,544 WOODLANDS DRIVE 16 HDB-WOODLANDS SINGAPORE 730544,544,HDB-WOODLANDS,1.428619044,103.7930933,103.7930933,730544,WOODLANDS DRIVE 16,HDB-WOODLANDS,23523.52693,45594.99139,544 WOODLANDS DR 16
0,955A HOUGANG AVENUE 9 MULTI STOREY CAR PARK SINGAPORE 531955,955A,MULTI STOREY CAR PARK,1.375965233,103.8778747,103.8778747,531955,HOUGANG AVENUE 9,MULTI STOREY CAR PARK,32958.54859,39772.80637,955 HOUGANG AVE 9
1,955 HOUGANG AVENUE 9 HDB-HOUGANG SINGAPORE 530955,955,HDB-HOUGANG,1.376155038,103.8781923,103.8781923,530955,HOUGANG AVENUE 9,HDB-HOUGANG,32993.89118,39793.79473,955 HOUGANG AVE 9
0,69 CIRCUIT ROAD HDB-MACPHERSON SINGAPORE 370069,69,HDB-MACPHERSON,1.325023293,103.8874615,103.8874615,370069,CIRCUIT ROAD,HDB-MACPHERSON,34025.56212,34139.9264,69 CIRCUIT RD
0,188A BUKIT BATOK WEST AVENUE 6 MULTI STOREY CAR PARK SINGAPORE 651188,188A,MULTI STOREY CAR PARK,1.346432573,103.745354,103.745354,651188,BUKIT BATOK WEST AVENUE 6,MULTI STOREY CAR PARK,18210.51157,36507.36577,188 BT BATOK WEST AVE 6
1,188 BUKIT BATOK WEST AVENUE 6 HDB-BUKIT BATOK SINGAPORE 650188,188,HDB-BUKIT BATOK,1.346284882,103.7460032,103.7460032,650188,BUKIT BATOK WEST AVENUE 6,HDB-BUKIT BATOK,18282.75419,36491.03226,188 BT BATOK WEST AVE 6
2,188 BUKIT BATOK WEST AVENUE 6 HDB PUBLIC SHELTERS SINGAPORE 650188,188,HDB PUBLIC SHELTERS,1.346000533,103.7458346,103.7458346,650188,BUKIT BATOK WEST AVENUE 6,HDB PUBLIC SHELTERS,18263.99743,36459.59106,188 BT BATOK WEST AVE 6
