ADD_SEQ,ADDRESS,BLK_NO,BUILDING,LATITUDE,LONGITUDE,LONGTITUDE,POSTAL,ROAD_NAME,SEARCHVAL,X,Y,address
0,111 ANG MO KIO AVENUE 4 KEBUN BARU HEIGHTS SINGAPORE 560111,111,KEBUN BARU HEIGHTS,1.37085149,103.8372982,103.8372982,560111,ANG MO KIO AVENUE 4,KEBUN BARU HEIGHTS,28442.87872,39207.30881,111 ANG MO KIO AVE 4
1,111 ANG MO KIO AVENUE 4 KEBUN BARU NEIGHBOURHOOD POLICE POST SINGAPORE 560111,111,KEBUN BARU NEIGHBOURHOOD POLICE POST,1.370816346,103.836984,103.836984,560111,ANG MO KIO AVENUE 4,KEBUN BARU NEIGHBOURHOOD POLICE POST,28407.91318,39203.42273,111 ANG MO KIO AVE 4
0,510 HOUGANG AVENUE 10 BEDOK RESERVOIR - PUNGGOL VALE SINGAPORE 530510,510,BEDOK RESERVOIR - PUNGGOL VALE,1.372574641,103.8884617,103.8884617,530510,HOUGANG AVENUE 10,BEDOK RESERVOIR - PUNGGOL VALE,34136.7501,39397.91638,510 HOUGANG AVE 10
0,1 BEDOK SOUTH AVENUE 1 HDB-BEDOK SINGAPORE 460001,1,HDB-BEDOK,1.320852087,103.9337211,103.9337211,460001,BEDOK SOUTH AVENUE 1,HDB-BEDOK,39173.81235,33678.85565,1 BEDOK STH AVE 1
1,1 BEDOK SOUTH AVENUE 1 MY FIRST SKOOL SINGAPORE 460001,1,MY FIRST SKOOL,1.32085209,103.9337211,103.9337211,460001,BEDOK SOUTH AVENUE 1,MY FIRST SKOOL,39173.8129,33678.85598,1 BEDOK STH AVE 1
0,36 TEBAN GARDENS ROAD HDB-JURONG EAST SINGAPORE 600036,36,HDB-JURONG EAST,1.319974503,103.7427392,103.7427392,600036,TEBAN GARDENS ROAD,HDB-JURONG EAST,17919.40197,33581.77494,36 TEBAN GDNS RD
0,115 LENGKONG TIGA HDB-KEMBANGAN ESTATE SINGAPORE 410115,115,HDB-KEMBANGAN ESTATE,1.322973099,103.9112281,103.9112281,410115,LENGKONG TIGA,HDB-KEMBANGAN ESTATE,36670.55939,33913.29674,115 LENGKONG TIGA
0,984A BUANGKOK LINK HDB-HOUGANG SINGAPORE 531984,984A,HDB-HOUGANG,1.381982707,103.8812177,103.8812177,531984,BUANGKOK LINK,HDB-HOUGANG,33330.56311,40438.1955,984A BUANGKOK LINK
0,684D WOODLANDS DRIVE 73 HDB-WOODLANDS SINGAPORE 734684,684D,HDB-WOODLANDS,1.441357917,103.8045082,103.8045082,734684,WOODLANDS DRIVE 73,HDB-WOODLANDS,24793.85333,47003.57297,684D WOODLANDS DR 73
0,788 YISHUN AVENUE 2 KHATIB VALE SINGAPORE 760788,788,KHATIB VALE,1.421064828,103.8339785,103.8339785,760788,YISHUN AVENUE 2,KHATIB VALE,28073.43933,44759.64504,788 YISHUN AVE 2
0,337A TAH CHING ROAD SINGAPORE 611337,337A,NIL,1.337699664,103.7227903,103.7227903,611337,TAH CHING ROAD,337A TAH CHING ROAD SINGAPORE 611337,15699.36713,35541.82581,337A TAH CHING RD
0,134 POTONG PASIR AVENUE 3 HDB-POTONG PASIR SINGAPORE 350134,134,HDB-POTONG PASIR,1.334474892,103.8662865,103.8662865,350134,POTONG PASIR AVENUE 3,HDB-POTONG PASIR,31668.98804,35184.99452,134 POTONG PASIR AVE 3
1,134 POTONG PASIR AVENUE 3 MY FIRST SKOOL SINGAPORE 350134,134,MY FIRST SKOOL,1.334474882,103.8662865,103.8662865,350134,POTONG PASIR AVENUE 3,MY FIRST SKOOL,31668.98841,35184.9934,134 POTONG PASIR AVE 3
0,533 PASIR RIS DRIVE 1 HDB-PASIR RIS SINGAPORE 510533,533,HDB-PASIR RIS,1.37083216,103.9508827,103.9508827,510533,PASIR RIS DRIVE 1,HDB-PASIR RIS,41083.46563,39205.49207,533 PASIR RIS DR 1
0,244 BUKIT PANJANG RING ROAD HDB-BUKIT PANJANG SINGAPORE 670244,244,HDB-BUKIT PANJANG,1.380919582,103.7718192,103.7718192,670244,BUKIT PANJANG RING ROAD,HDB-BUKIT PANJANG,21155.89884,40320.67549,244 BT PANJANG RING RD
0,106 JALAN RAJAH RAJAH COURT SINGAPORE 321106,106,RAJAH COURT,1.328476558,103.8546989,103.8546989,321106,JALAN RAJAH,RAJAH COURT,30379.40825,34521.71521,106 JLN RAJAH
0,168 STIRLING ROAD HDB-QUEENSTOWN SINGAPORE 141168,168,HDB-QUEENSTOWN,1.290020507,103.803188,103.803188,141168,STIRLING ROAD,HDB-QUEENSTOWN,24646.72847,30269.45256,168 STIRLING RD
0,9A BOON TIONG ROAD TIONG BAHRU VIEW SINGAPORE 162009,9A,TIONG BAHRU VIEW,1.286827152,103.8286595,103.8286595,162009,BOON TIONG ROAD,TIONG BAHRU VIEW,27481.4822,29916.32847,9A BOON TIONG RD
0,618 SENJA ROAD HDB-BUKIT PANJANG SINGAPORE 670618,618,HDB-BUKIT PANJANG,1.385266156,103.7612879,103.7612879,670618,SENJA ROAD,HDB-BUKIT PANJANG,19983.91134,40801.33089,618 SENJA RD
0,7 TECK WHYE AVENUE TECK WHYE HEIGHTS I SINGAPORE 680007,7,TECK WHYE HEIGHTS I,1.381474449,103.7545215,103.7545215,680007,TECK WHYE AVENUE,TECK WHYE HEIGHTS I,19230.88301,40382.08665,7 TECK WHYE AVE
0,176 ANG MO KIO AVENUE 4 KEBUN BARU LINK 1 SINGAPORE 560176,176,KEBUN BARU LINK 1,1.375848226,103.8361572,103.8361572,560176,ANG MO KIO AVENUE 4,KEBUN BARU LINK 1,28315.90329,39759.82228,176 ANG MO KIO AVE 4
0,709 YISHUN AVENUE 5 CHONG PANG GREEN SINGAPORE 760709,709,CHONG PANG GREEN,1.428569002,103.8277354,103.8277354,760709,YISHUN AVENUE 5,CHONG PANG GREEN,27378.67845,45589.41957,709 YISHUN AVE 5
0,801 FRENCH ROAD HDB-KALLANG/WHAMPOA SINGAPORE 200801,801,HDB-KALLANG/WHAMPOA,1.307362418,103.8604724,103.8604724,200801,FRENCH ROAD,HDB-KALLANG/WHAMPOA,31021.97193,32187.02816,801 FRENCH RD
0,645 JALAN TENAGA HDB-BEDOK SINGAPORE 410645,645,HDB-BEDOK,1.331671179,103.9065379,103.9065379,410645,JALAN TENAGA,HDB-BEDOK,36148.5545,34875.07067,645 JLN TENAGA
1,645 JALAN TENAGA HDB PUBLIC SHELTERS SINGAPORE 410645,645,HDB PUBLIC SHELTERS,1.331671179,103.9065379,103.9065379,410645,JALAN TENAGA,HDB PUBLIC SHELTERS,36148.5545,34875.07067,645 JLN TENAGA
0,333 HOUGANG AVENUE 5 HDB-HOUGANG SINGAPORE 530333,333,HDB-HOUGANG,1.368497615,103.898423,103.898423,530333,HOUGANG AVENUE 5,HDB-HOUGANG,35245.33986,38947.12725,333 HOUGANG AVE 5
0,31 TEBAN GARDENS ROAD HDB-JURONG EAST SINGAPORE 600031,31,HDB-JURONG EAST,1.320308144,103.7389677,103.7389677,600031,TEBAN GARDENS ROAD,HDB-JURONG EAST,17499.67702,33618.68293,31 TEBAN GDNS RD
0,102D PUNGGOL FIELD HDB-PUNGGOL SINGAPORE 824102,102D,HDB-PUNGGOL,1.398480708,103.9052498,103.9052498,824102,PUNGGOL FIELD,HDB-PUNGGOL,36004.97463,42262.52973,102D PUNGGOL FIELD
0,653 JALAN TENAGA EUNOS DAMAI VILLE SINGAPORE 410653,653,EUNOS DAMAI VILLE,1.332890234,103.9074669,103.9074669,410653,JALAN TENAGA,EUNOS DAMAI VILLE,36251.93428,35009.8708,653 JLN TENAGA
0,617 WOODLANDS AVENUE 4 HDB-WOODLANDS SINGAPORE 730617,617,HDB-WOODLANDS,1.43389741,103.7957309,103.7957309,730617,WOODLANDS AVENUE 4,HDB-WOODLANDS,23817.0629,46178.64166,617 WOODLANDS AVE 4
0,542 JELAPANG ROAD PANSHAN GROVE SINGAPORE 670542,542,PANSHAN GROVE,1.382958952,103.7639516,103.7639516,670542,JELAPANG ROAD,PANSHAN GROVE,20280.33685,40546.20287,542 JELAPANG RD
0,107 BUKIT BATOK WEST AVENUE 6 HDB-BUKIT BATOK SINGAPORE 650107,107,HDB-BUKIT BATOK,1.347810885,103.7466088,103.7466088,650107,BUKIT BATOK WEST AVENUE 6,HDB-BUKIT BATOK,18350.15591,36659.76764,107 BT BATOK WEST AVE 6
0,309B ANCHORVALE ROAD ANCHORVALE VISTA SINGAPORE 542309,309B,ANCHORVALE VISTA,1.391416945,103.8858724,103.8858724,542309,ANCHORVALE ROAD,ANCHORVALE VISTA,33848.54887,41481.39715,309B ANCHORVALE RD
0,9 TOH YI DRIVE TOH YI GARDENS SINGAPORE 590009,9,TOH YI GARDENS,1.338304798,103.7735416,103.7735416,590009,TOH YI DRIVE,TOH YI GARDENS,21347.45825,35608.5424,9 TOH YI DR
0,254 YISHUN RING ROAD YISHUN SUNSHINE SINGAPORE 760254,254,YISHUN SUNSHINE,1.434618917,103.8405839,103.8405839,760254,YISHUN RING ROAD,YISHUN SUNSHINE,28808.51636,46258.38929,254 YISHUN RING RD
0,673B CHOA CHU KANG CRESCENT SINGAPORE 682673,673B,NIL,1.400973182,103.7479613,103.7479613,682673,CHOA CHU KANG CRESCENT,673B CHOA CHU KANG CRESCENT SINGAPORE 682673,18500.88587,42538.18534,673 CHOA CHU KANG CRES
1,673 CHOA CHU KANG CRESCENT HDB-CHOA CHU KANG SINGAPORE 680673,673,HDB-CHOA CHU KANG,1.401328025,103.7481361,103.7481361,680673,CHOA CHU KANG CRESCENT,HDB-CHOA CHU KANG,18520.34273,42577.42145,673 CHOA CHU KANG CRES
2,673A CHOA CHU KANG CRESCENT HDB-CHOA CHU KANG SINGAPORE 681673,673A,HDB-CHOA CHU KANG,1.401014168,103.7475242,103.7475242,681673,CHOA CHU KANG CRESCENT,HDB-CHOA CHU KANG,18452.24161,42542.71921,673 CHOA CHU KANG CRES
3,673B CHOA CHU KANG CRESCENT FOODCOURT SINGAPORE 682673,673B,FOODCOURT,1.400915331,103.7479612,103.7479612,682673,CHOA CHU KANG CRESCENT,FOODCOURT,18500.87479,42531.78853,673 CHOA CHU KANG CRES
0,310B ANCHORVALE ROAD ANCHORVALE VISTA SINGAPORE 542310,310B,ANCHORVALE VISTA,1.390904607,103.8846829,103.8846829,542310,ANCHORVALE ROAD,ANCHORVALE VISTA,33716.17323,41424.74242,310B ANCHORVALE RD
0,171A LORONG 1 TOA PAYOH MULTI STOREY CAR PARK SINGAPORE 311171,171A,MULTI STOREY CAR PARK,1.3307811,103.8422384,103.8422384,311171,LORONG 1 TOA PAYOH,MULTI STOREY CAR PARK,28992.68505,34776.53116,171 LOR 1 TOA PAYOH
1,171 LORONG 1 TOA PAYOH TOA PAYOH GREEN SINGAPORE 310171,171,TOA PAYOH GREEN,1.330685349,103.842659,103.842659,310171,LORONG 1 TOA PAYOH,TOA PAYOH GREEN,29039.49431,34765.9437,171 LOR 1 TOA PAYOH
0,529 HOUGANG AVENUE 6 HDB-HOUGANG SINGAPORE 530529,529,HDB-HOUGANG,1.375468965,103.8907295,103.8907295,530529,HOUGANG AVENUE 6,HDB-HOUGANG,34389.13157,39717.96214,529 HOUGANG AVE 6
0,709 PASIR RIS DRIVE 10 HDB-PASIR RIS SINGAPORE 510709,709,HDB-PASIR RIS,1.381761718,103.938578,103.938578,510709,PASIR RIS DRIVE 10,HDB-PASIR RIS,39714.04404,40413.96541,709 PASIR RIS DR 10
0,406 YISHUN AVENUE 6 HDB-YISHUN SINGAPORE 760406,406,HDB-YISHUN,1.426070117,103.849303,103.849303,760406,YISHUN AVENUE 6,HDB-YISHUN,29778.83137,45313.11089,406 YISHUN AVE 6
0,622A WOODLANDS DRIVE 52 MULTI STOREY CAR PARK SINGAPORE 731622,622A,MULTI STOREY CAR PARK,1.434092714,103.7990912,103.7990912,731622,WOODLANDS DRIVE 52,MULTI STOREY CAR PARK,24191.01289,46200.2316,622 WOODLANDS DR 52
1,622 WOODLANDS DRIVE 52 HDB-WOODLANDS SINGAPORE 730622,622,HDB-WOODLANDS,1.434356182,103.7986196,103.7986196,730622,WOODLANDS DRIVE 52,HDB-WOODLANDS,24138.53171,46229.36535,622 WOODLANDS DR 52
0,519 WEST COAST ROAD WEST COAST PRIDE SINGAPORE 120519,519,WEST COAST PRIDE,1.307664096,103.7593649,103.7593649,120519,WEST COAST ROAD,WEST COAST PRIDE,19769.64262,32220.49111,519 WEST COAST RD
0,170 GANGSA ROAD HDB-BUKIT PANJANG SINGAPORE 670170,170,HDB-BUKIT PANJANG,1.378562756,103.7660978,103.7660978,670170,GANGSA ROAD,HDB-BUKIT PANJANG,20519.16519,40060.08661,170 GANGSA RD
0,108B MCNAIR ROAD TOWNER HEIGHTS SINGAPORE 323108,108B,TOWNER HEIGHTS,1.319981244,103.8590051,103.8590051,323108,MCNAIR ROAD,TOWNER HEIGHTS,30858.66182,33582.35148,108B MCNAIR RD
0,17 JOO SENG ROAD JOO SENG HEIGHTS SINGAPORE 360017,17,JOO SENG HEIGHTS,1.33616231,103.881376,103.881376,360017,JOO SENG ROAD,JOO SENG HEIGHTS,33348.28045,35371.60823,17 JOO SENG RD
1,17 JOO SENG ROAD KINDERCARE @ JOO SENG PTE. LTD. SINGAPORE 360017,17,KINDERCARE @ JOO SENG PTE. LTD.,1.336221986,103.8811033,103.8811033,360017,JOO SENG ROAD,KINDERCARE @ JOO SENG PTE. LTD.,33317.93431,35378.20641,17 JOO SENG RD
2,17 JOO SENG ROAD Kindercare @ Joo Seng Pte Ltd SINGAPORE 360017,17,Kindercare @ Joo Seng Pte Ltd,1.336221986,103.8811033,103.8811033,360017,JOO SENG ROAD,Kindercare @ Joo Seng Pte Ltd,33317.93431,35378.20641,17 JOO SENG RD
0,508 JELAPANG ROAD HDB-BUKIT PANJANG SINGAPORE 670508,508,HDB-BUKIT PANJANG,1.386345394,103.7688318,103.7688318,670508,JELAPANG ROAD,HDB-BUKIT PANJANG,20823.45338,40920.64337,508 JELAPANG RD
0,303C ANCHORVALE LINK ANCHORVALE COURT SINGAPORE 543303,303C,ANCHORVALE COURT,1.387597938,103.8902203,103.8902203,543303,ANCHORVALE LINK,ANCHORVALE COURT,34332.43026,41059.12167,303C ANCHORVALE LINK
0,195E PUNGGOL ROAD THE PERIWINKLE SINGAPORE 825195,195E,THE PERIWINKLE,1.401717992,103.9071773,103.9071773,825195,PUNGGOL ROAD,THE PERIWINKLE,36219.46884,42620.49921,195E PUNGGOL RD
0,502A WOODLANDS DRIVE 14 HDB-WOODLANDS SINGAPORE 731502,502A,HDB-WOODLANDS,1.433304614,103.7913136,103.7913136,731502,WOODLANDS DRIVE 14,HDB-WOODLANDS,23325.4837,46113.10182,502 WOODLANDS DR 14
1,502 WOODLANDS DRIVE 14 HDB-WOODLANDS SINGAPORE 730502,502,HDB-WOODLANDS,1.433180088,103.7917904,103.7917904,730502,WOODLANDS DRIVE 14,HDB-WOODLANDS,23378.54456,46099.33137,502 WOODLANDS DR 14
2,502A WOODLANDS DRIVE 14 KINDERCARE CENTRE LLP SINGAPORE 731502,502A,KINDERCARE CENTRE LLP,1.433302969,103.791309,103.791309,731502,WOODLANDS DRIVE 14,KINDERCARE CENTRE LLP,23324.96811,46112.91991,502 WOODLANDS DR 14
0,183C BOON LAY AVENUE BOON LAY GROVE SINGAPORE 643183,183C,BOON LAY GROVE,1.348652357,103.709098,103.709098,643183,BOON LAY AVENUE,BOON LAY GROVE,14175.62256,36752.99433,183C BOON LAY AVE
0,627 PASIR RIS DRIVE 3 HDB-PASIR RIS SINGAPORE 510627,627,HDB-PASIR RIS,1.379626863,103.940582,103.940582,510627,PASIR RIS DRIVE 3,HDB-PASIR RIS,39937.08182,40177.91358,627 PASIR RIS DR 3
0,392 BUKIT BATOK WEST AVENUE 5 GOODVIEW GARDENS SINGAPORE 650392,392,GOODVIEW GARDENS,1.365866084,103.7533233,103.7533233,650392,BUKIT BATOK WEST AVENUE 5,GOODVIEW GARDENS,19097.47451,38656.19581,392 BT BATOK WEST AVE 5
0,181 EDGEFIELD PLAINS SINGAPORE 820181,181,NIL,1.399144305,103.9089833,103.9089833,820181,EDGEFIELD PLAINS,181 EDGEFIELD PLAINS SINGAPORE 820181,36420.46354,42335.92002,181 EDGEFIELD PLAINS
0,422A BEDOK NORTH ROAD SINGAPORE 461422,422A,NIL,1.328342376,103.928231,103.928231,461422,BEDOK NORTH ROAD,422A BEDOK NORTH ROAD SINGAPORE 461422,38562.7853,34507.0705,422 BEDOK NTH RD
1,422 BEDOK NORTH ROAD GARDEN HILL SINGAPORE 460422,422,GARDEN HILL,1.328689293,103.9288938,103.9288938,460422,BEDOK NORTH ROAD,GARDEN HILL,38636.54326,34545.43378,422 BEDOK NTH RD
0,8B BOON TIONG ROAD BOON TIONG ARCADIA SINGAPORE 165008,8B,BOON TIONG ARCADIA,1.287016949,103.8303033,103.8303033,165008,BOON TIONG ROAD,BOON TIONG ARCADIA,27664.42995,29937.31495,8B BOON TIONG RD
0,623 BEDOK RESERVOIR ROAD EUNOS HEIGHTS SINGAPORE 470623,623,EUNOS HEIGHTS,1.333657543,103.9168047,103.9168047,470623,BEDOK RESERVOIR ROAD,EUNOS HEIGHTS,37291.13426,35094.74919,623 BEDOK RESERVOIR RD
0,603 BEDOK RESERVOIR ROAD EUNOS RAINBOW SINGAPORE 470603,603,EUNOS RAINBOW,1.33000184,103.912464,103.912464,470603,BEDOK RESERVOIR ROAD,EUNOS RAINBOW,36808.07555,34690.50392,603 BEDOK RESERVOIR RD
0,120 POTONG PASIR AVENUE 1 HDB-POTONG PASIR SINGAPORE 350120,120,HDB-POTONG PASIR,1.335453532,103.863388,103.863388,350120,POTONG PASIR AVENUE 1,HDB-POTONG PASIR,31346.40749,35293.20347,120 POTONG PASIR AVE 1
0,628A WOODLANDS RING ROAD HDB-WOODLANDS SINGAPORE 731628,628A,HDB-WOODLANDS,1.434974774,103.8008507,103.8008507,731628,WOODLANDS RING ROAD,HDB-WOODLANDS,24386.81629,46297.76249,628A WOODLANDS RING RD
1,628A WOODLANDS RING ROAD SKOOL4KIDZ CENTRE SINGAPORE 731628,628A,SKOOL4KIDZ CENTRE,1.43497477,103.8008507,103.8008507,731628,WOODLANDS RING ROAD,SKOOL4KIDZ CENTRE,24386.81711,46297.762,628A WOODLANDS RING RD
0,423 CANBERRA ROAD HDB-SEMBAWANG SINGAPORE 750423,423,HDB-SEMBAWANG,1.453741321,103.8181238,103.8181238,750423,CANBERRA ROAD,HDB-SEMBAWANG,26309.06384,48372.85312,423 CANBERRA RD
0,939 TAMPINES AVENUE 5 TAMPINES PALMSVILLE SINGAPORE 520939,939,TAMPINES PALMSVILLE,1.348111064,103.941242,103.941242,520939,TAMPINES AVENUE 5,TAMPINES PALMSVILLE,40010.68127,36693.05422,939 TAMPINES AVE 5
1,939 TAMPINES AVENUE 5 KIDZPRO LLP SINGAPORE 520939,939,KIDZPRO LLP,1.348291902,103.9411921,103.9411921,520939,TAMPINES AVENUE 5,KIDZPRO LLP,40005.12589,36713.0501,939 TAMPINES AVE 5
0,308 HOUGANG AVENUE 5 HDB-HOUGANG SINGAPORE 530308,308,HDB-HOUGANG,1.366894586,103.8960171,103.8960171,530308,HOUGANG AVENUE 5,HDB-HOUGANG,34977.59163,38769.86523,308 HOUGANG AVE 5
0,252A BUKIT BATOK EAST AVENUE 5 SINGAPORE 651252,252A,NIL,1.350764055,103.7572048,103.7572048,651252,BUKIT BATOK EAST AVENUE 5,252A BUKIT BATOK EAST AVENUE 5 SINGAPORE 651252,19529.38696,36986.27501,252 BT BATOK EAST AVE 5
1,252 BUKIT BATOK EAST AVENUE 5 GOMBAK VIEW SINGAPORE 650252,252,GOMBAK VIEW,1.350467684,103.7572385,103.7572385,650252,BUKIT BATOK EAST AVENUE 5,GOMBAK VIEW,19533.14361,36953.50368,252 BT BATOK EAST AVE 5
0,159 YUNG PING ROAD HDB-TAMAN JURONG SINGAPORE 610159,159,HDB-TAMAN JURONG,1.329285993,103.7223857,103.7223857,610159,YUNG PING ROAD,HDB-TAMAN JURONG,15654.30495,34611.48545,159 YUNG PING RD
0,363 CLEMENTI AVENUE 2 HDB-CLEMENTI SINGAPORE 120363,363,HDB-CLEMENTI,1.312820683,103.768917,103.768917,120363,CLEMENTI AVENUE 2,HDB-CLEMENTI,20832.71481,32790.65099,363 CLEMENTI AVE 2
1,363 CLEMENTI AVENUE 2 Clementi Student Care Centre SINGAPORE 120363,363,Clementi Student Care Centre,1.312820692,103.768917,103.768917,120363,CLEMENTI AVENUE 2,Clementi Student Care Centre,20832.71559,32790.65199,363 CLEMENTI AVE 2
0,650 WOODLANDS RING ROAD HDB-WOODLANDS SINGAPORE 730650,650,HDB-WOODLANDS,1.438284679,103.8006463,103.8006463,730650,WOODLANDS RING ROAD,HDB-WOODLANDS,24364.0735,46663.7555,650 WOODLANDS RING RD
0,673 HOUGANG AVENUE 8 HDB-HOUGANG SINGAPORE 530673,673,HDB-HOUGANG,1.372519645,103.8848302,103.8848302,530673,HOUGANG AVENUE 8,HDB-HOUGANG,33732.60908,39391.82622,673 HOUGANG AVE 8
0,43 CIRCUIT ROAD MACPHERSON GARDEN SINGAPORE 370043,43,MACPHERSON GARDEN,1.326482283,103.8855449,103.8855449,370043,CIRCUIT ROAD,MACPHERSON GARDEN,33812.26085,34301.24951,43 CIRCUIT RD
0,180B BOON LAY DRIVE BOON LAY MEADOW SINGAPORE 642180,180B,BOON LAY MEADOW,1.347833888,103.709071,103.709071,642180,BOON LAY DRIVE,BOON LAY MEADOW,14172.61335,36662.49212,180B BOON LAY DR
1,180B BOON LAY DRIVE MY FIRST SKOOL SINGAPORE 642180,180B,MY FIRST SKOOL,1.347833885,103.709071,103.709071,642180,BOON LAY DRIVE,MY FIRST SKOOL,14172.61399,36662.49179,180B BOON LAY DR
0,303 HOUGANG AVENUE 5 HDB-HOUGANG SINGAPORE 530303,303,HDB-HOUGANG,1.368004633,103.8947226,103.8947226,530303,HOUGANG AVENUE 5,HDB-HOUGANG,34833.52538,38892.60484,303 HOUGANG AVE 5
0,175 YISHUN AVENUE 7 HDB-YISHUN SINGAPORE 760175,175,HDB-YISHUN,1.437603214,103.8324682,103.8324682,760175,YISHUN AVENUE 7,HDB-YISHUN,27905.36958,46588.37657,175 YISHUN AVE 7
0,671A WOODLANDS DRIVE 71 MULTI STOREY CAR PARK SINGAPORE 731671,671A,MULTI STOREY CAR PARK,1.439503698,103.7992921,103.7992921,731671,WOODLANDS DRIVE 71,MULTI STOREY CAR PARK,24213.37666,46798.55082,671 WOODLANDS DR 71
1,671 WOODLANDS DRIVE 71 HDB-WOODLANDS SINGAPORE 730671,671,HDB-WOODLANDS,1.439059641,103.7987748,103.7987748,730671,WOODLANDS DRIVE 71,HDB-WOODLANDS,24155.81195,46749.45003,671 WOODLANDS DR 71
0,108 BUKIT PURMEI ROAD BUKIT PURMEI VILLE SINGAPORE 090108,108,BUKIT PURMEI VILLE,1.273357314,103.8253458,103.8253458,90108,BUKIT PURMEI ROAD,BUKIT PURMEI VILLE,27112.69439,28426.90428,108 BT PURMEI RD
1,108 BUKIT PURMEI ROAD PCF SPARKLETOTS PRESCHOOL @ RADIN MAS Blk 108 (KN) SINGAPORE 090108,108,PCF SPARKLETOTS PRESCHOOL @ RADIN MAS Blk 108 (KN),1.273374137,103.8253281,103.8253281,90108,BUKIT PURMEI ROAD,PCF SPARKLETOTS PRESCHOOL @ RADIN MAS Blk 108 (KN),27110.7244,28428.76449,108 BT PURMEI RD
0,21 DOVER CRESCENT DOVER VILLE SINGAPORE 130021,21,DOVER VILLE,1.307036026,103.7846333,103.7846333,130021,DOVER CRESCENT,DOVER VILLE,22581.77615,32150.9736,21 DOVER CRES
0,388A BUKIT BATOK WEST AVENUE 5 SINGAPORE 651388,388A,NIL,1.364428235,103.7523279,103.7523279,651388,BUKIT BATOK WEST AVENUE 5,388A BUKIT BATOK WEST AVENUE 5 SINGAPORE 651388,18986.69327,38497.20932,388 BT BATOK WEST AVE 5
1,388 BUKIT BATOK WEST AVENUE 5 GOODVIEW GARDENS SINGAPORE 650388,388,GOODVIEW GARDENS,1.364850176,103.7521618,103.7521618,650388,BUKIT BATOK WEST AVENUE 5,GOODVIEW GARDENS,18968.20858,38543.86609,388 BT BATOK WEST AVE 5
0,2 TOH YI DRIVE TOH YI GARDENS SINGAPORE 590002,2,TOH YI GARDENS,1.339174804,103.7753414,103.7753414,590002,TOH YI DRIVE,TOH YI GARDENS,21547.76199,35704.73854,2 TOH YI DR
0,656A WOODLANDS RING ROAD MULTI STOREY CAR PARK SINGAPORE 731656,656A,MULTI STOREY CAR PARK,1.43718986,103.7987196,103.7987196,731656,WOODLANDS RING ROAD,MULTI STOREY CAR PARK,24149.6628,46542.69909,656 WOODLANDS RING RD
1,656 WOODLANDS RING ROAD HDB-WOODLANDS SINGAPORE 730656,656,HDB-WOODLANDS,1.436985964,103.7991179,103.7991179,730656,WOODLANDS RING ROAD,HDB-WOODLANDS,24193.98299,46520.15262,656 WOODLANDS RING RD
0,786 CHOA CHU KANG DRIVE HDB-CHOA CHU KANG SINGAPORE 680786,786,HDB-CHOA CHU KANG,1.395083408,103.7483491,103.7483491,680786,CHOA CHU KANG DRIVE,HDB-CHOA CHU KANG,18544.01986,41886.92167,786 CHOA CHU KANG DR
1,786 CHOA CHU KANG DRIVE PCF SPARKLETOTS PRESCHOOL @ LIMBANG Blk 786 (KN) SINGAPORE 680786,786,PCF SPARKLETOTS PRESCHOOL @ LIMBANG Blk 786 (KN),1.395083398,103.7483491,103.7483491,680786,CHOA CHU KANG DRIVE,PCF SPARKLETOTS PRESCHOOL @ LIMBANG Blk 786 (KN),18544.02101,41886.92061,786 CHOA CHU KANG DR
0,434 CHOA CHU KANG AVENUE 4 HDB-CHOA CHU KANG SINGAPORE 680434,434,HDB-CHOA CHU KANG,1.384446824,103.7410895,103.7410895,680434,CHOA CHU KANG AVENUE 4,HDB-CHOA CHU KANG,17736.0809,40710.81109,434 CHOA CHU KANG AVE 4
0,832 HOUGANG CENTRAL HDB-HOUGANG SINGAPORE 530832,832,HDB-HOUGANG,1.370634202,103.889799,103.889799,530832,HOUGANG CENTRAL,HDB-HOUGANG,34285.58907,39183.35591,832 HOUGANG CTRL
0,720 ANG MO KIO AVENUE 6 HDB-ANG MO KIO SINGAPORE 560720,720,HDB-ANG MO KIO,1.371801024,103.8469903,103.8469903,560720,ANG MO KIO AVENUE 6,HDB-ANG MO KIO,29521.49778,39312.30745,720 ANG MO KIO AVE 6
0,357 YUNG AN ROAD HDB-TAMAN JURONG SINGAPORE 610357,357,HDB-TAMAN JURONG,1.336828968,103.7211176,103.7211176,610357,YUNG AN ROAD,HDB-TAMAN JURONG,15513.21843,35445.55694,357 YUNG AN RD
0,476A SEMBAWANG DRIVE MULTI STOREY CAR PARK SINGAPORE 751476,476A,MULTI STOREY CAR PARK,1.4518034,103.8167014,103.8167014,751476,SEMBAWANG DRIVE,MULTI STOREY CAR PARK,26150.77451,48158.56866,476 SEMBAWANG DR
1,476 SEMBAWANG DRIVE HDB-SEMBAWANG SINGAPORE 750476,476,HDB-SEMBAWANG,1.451549632,103.8169317,103.8169317,750476,SEMBAWANG DRIVE,HDB-SEMBAWANG,26176.40662,48130.50809,476 SEMBAWANG DR
0,455A CLEMENTI AVENUE 3 MULTI STOREY CAR PARK SINGAPORE 121455,455A,MULTI STOREY CAR PARK,1.311692666,103.7665216,103.7665216,121455,CLEMENTI AVENUE 3,MULTI STOREY CAR PARK,20566.12551,32665.92753,455 CLEMENTI AVE 3
